"USGS_id","reach_id"
"05568500",74282500031
"05443500",74287200101
"05442300",74287200131
"07022000",74270100061
"05558300",74282500181
"05599490",74270400051
"05440700",74287200371
"05437050",74287200431
"05437500",74287200421
"03612600",74261000041
"05555300",74282500241
"05552500",74282600011
"05551580",74282600071
"05542500",74282700071
"03399800",74265000021
"05551540",74282600081
"05551000",74282600101
"05527500",74282700101
"05537980",74282700201
"05533600",74282700211
"05526000",74282800011
"03377500",74266300131
"05520500",74282900021
"03378500",74266300071
"03342000",74266700101
"03374100",74266400031
"03343010",74266700051
"03341500",74266700141
"03336000",74266700201
"03340500",74266700171
"03374000",74266400071
"03360500",74266400161
"03335500",74266700261
"03373500",74266400251
"03333050",74266800021
"03332555",74266800071
"03332605",74266800031
"03332345",74266800131
"03303280",74267300111
"03331753",74266800151
"03371500",74266400511
"03329000",74266900041
"04101225",72589000111
"03328500",74266900131
"03353611",74266400451
"03352953",74266400451
"03353000",74266400451
"03327500",74266900081
"03349000",74266400671
"04101000",72589000151
"03365500",74266400591
"03325000",74266900151
"03348130",74266400711
"03348000",74266400711
"03326500",74266900301
"03324300",74266900211
"03347000",74266400751
"03323000",74266900491
"04182769",72556000451
"04182900",72556000601
"04182000",72556000461
"04182950",72556000601
"03322900",74266900511
"04183000",72556000331
"06485500",74295200071
"06485950",74295200011
"06601200",74295100101
"06607500",74295100521
"06606600",74295100411
"06810000",74293800021
"05482500",74284400141
"05480500",74284700181
"05481300",74284500131
"05484500",74284400051
"05484650",74284400021
"05481650",74284500031
"05484900",74284400011
"05482000",74284500031
"05485500",74284300061
"05488110",74284100161
"05451500",74286200351
"05488500",74284100151
"05457700",74286400101
"05451770",74286200311
"05458300",74286400051
"05458500",74286400011
"05463050",74286300261
"05489500",74284100101
"05464000",74286300221
"05452500",74286200271
"05453100",74286200251
"05464315",74286300171
"05490500",74284100071
"05464420",74286300141
"05464500",74286300121
"05464730",74286300101
"05453520",74286200091
"05455700",74286200031
"05474500",74285000011
"05465100",74286100031
"05464780",74286300061
"05465000",74286300021
"05474000",74285000301
"05421740",74287300171
"05412500",74287300471
"05465500",74286100021
"05465700",74286100011
"05420500",74287300281
"05420460",74287300301
"07137500",74249500011
"07138000",74249501511
"07138020",74249501491
"07138070",74249501451
"07139000",74249501431
"07156900",74248700321
"07157740",74248300241
"07141220",74249300641
"07142680",74249300561
"06853500",74292500201
"07143330",74249300531
"06856000",74292500141
"07151500",74249200121
"06876900",74292400101
"07145500",74249300191
"07144300",74249300481
"07144550",74249300471
"07144570",74249300461
"07145600",74249300141
"06856600",74292500061
"06877600",74292400051
"07146500",74249300111
"06884025",74292200211
"07147800",74249300351
"06857100",74292500011
"06884400",74292200181
"06879100",74292300031
"06882510",74292200091
"07182000",74244900111
"06887000",74292200011
"06887500",74292100241
"07182260",74244900051
"06888350",74292100221
"07182390",74244700011
"06888990",74292100191
"07170500",74246000641
"06889000",74292100171
"07170990",74246000471
"06891000",74292100141
"06891080",74292100111
"07183500",74244700171
"06892350",74292100101
"06892518",74292100081
"03381700",74265000121
"03321500",74267200031
"03320000",74267200121
"03316500",74267200171
"03314500",74267200281
"03294500",74267300181
"03292494",74267300191
"03414000",74264700381
"03277200",74267500041
"03287500",74267400131
"03254520",74267700141
"03404500",74264900071
"07367005",74222700221
"07374000",74210000201
"07374525",74210000331
"02492000",74100600071
"02489500",74100600121
"01066000",73116000121
"01054500",73114000751
"01059000",73114000611
"01043500",73114001141
"01042500",73114001211
"01047000",73114000421
"01048000",73114000481
"01047150",73114000371
"01046500",73114001061
"01010000",72608900081
"01049265",73114000211
"01031500",73112001051
"01033000",73112000961
"01010500",72608900011
"01011000",72608800011
"01034000",73112000261
"01034500",73112000111
"01029500",73112000371
"01014000",72608700121
"01015800",72608600141
"01030500",73112000161
"01017000",72608600081
"01610000",73180700061
"01613000",73180500021
"01638500",73180300011
"01578310",73160100011
"01646502",73180100061
"01646500",73180100061
"01183500",73120000851
"01170000",73120000751
"01172010",73120000131
"01170500",73120000211
"01100000",73118000051
"04040000",72599200111
"04062000",72582400501
"04062500",72582400601
"04063522",72582400331
"04065722",72582400251
"04066030",72582400151
"04066800",72582400101
"04059000",72582200141
"04101500",72589000081
"04056500",72581000251
"04108660",72587000271
"04119400",72586000031
"04119070",72586000051
"04119000",72586000051
"04045500",72591100241
"04116000",72586000131
"04113000",72586000281
"04155500",72558900031
"04154512",72558900021
"04136000",72558200361
"04156000",72558700031
"04157005",72558300111
"04157060",72558300061
"04136900",72558200311
"04176500",72556000041
"04137500",72558200071
"04165710",72557300071
"04159130",72557700071
"05080000",71226600041
"05079000",71226600081
"05316580",74288500131
"05316770",74288500051
"05267000",74289500201
"05242300",74289700021
"05270700",74289500141
"05320000",74288200011
"05325000",74288100131
"05133500",71224300931
"05330000",74288100051
"05283500",74289100081
"05288500",74289100061
"05331000",74287900061
"05331580",74287900011
"05341550",74287800041
"05355250",74287700091
"04024000",72599700011
"05378500",74287500231
"05385000",74287500141
"07288955",74230800011
"07289000",74230700111
"07288800",74230800021
"02486000",74100600321
"02488000",74100600271
"02485735",74100600341
"02488500",74100600241
"02489000",74100600181
"02473000",73290000971
"02474560",73290000261
"02475000",73290000231
"02479000",73290000201
"02478500",73290001321
"02437100",73282400301
"06817500",74293400051
"06817700",74293400031
"06818000",74293300111
"06893000",74291900161
"06894650",74291900111
"06895500",74291900061
"07052500",74252900411
"06902000",74291800031
"06906500",74291700041
"06905500",74291700091
"06909000",74291500091
"06926000",74291400121
"06926080",74291400101
"06926510",74291400061
"06910450",74291500031
"06933500",74291200111
"06934000",74291200051
"05490600",74284100021
"06934500",74291100111
"07067000",74252600231
"06935450",74291100071
"07068000",74252600201
"06935550",74291100061
"07017020",74270800061
"07019000",74270800041
"06935965",74291100031
"07010000",74270900041
"12305000",78268500241
"12301933",78268500301
"12354500",78266500051
"12389000",78266300231
"12388700",78266400071
"12363500",78266400311
"12363000",78266400331
"12353000",78266500121
"12352500",78266600011
"12370000",78266400541
"12340500",78266700011
"12334550",78266900011
"12340000",78266800021
"12338300",78266800091
"06080900",74299900481
"06082200",74299900431
"06066500",74299900311
"06085800",74299900391
"06099500",74299800431
"06065500",74299900731
"06040000",74299900761
"06074000",74299900281
"06041000",74299900651
"06040800",74299900651
"06036650",74299900571
"06089000",74299900351
"06052500",74299901001
"06054500",74299900951
"06078200",74299900231
"06101500",74299800331
"06090300",74299900121
"06191500",74298600291
"06090800",74299900031
"06102050",74299800251
"06192500",74298600221
"06108800",74299800021
"06109500",74299700301
"06140500",74299400591
"06205000",74298600671
"06207500",74298600571
"06208500",74298600451
"06115200",74299700071
"06214500",74298600081
"06155030",74299400341
"06155500",74299400291
"06287800",74298700131
"06288400",74298700101
"06294500",74298700011
"06164510",74299400191
"06172310",74299400121
"06295000",74298500131
"06174500",74299400051
"06324500",74298200291
"06309000",74298300041
"06177000",74299300141
"06326500",74298200051
"06327500",74298100121
"06185500",74299100051
"06329500",74298100051
"06828500",74292900011
"06461500",74295600221
"06843500",74292700451
"06775500",74294400611
"06785500",74294400351
"06777495",74294400541
"06768000",74294500221
"06844500",74292700391
"06786000",74294400311
"06463720",74295600131
"06770200",74294500191
"06790500",74294400231
"06785000",74294400161
"06853020",74292500261
"06770500",74294500321
"06465500",74295600061
"06793000",74294400031
"06774000",74294500011
"06796000",74294300051
"06799350",74294200111
"06882000",74292200121
"06486000",74295100141
"06801000",74294100041
"06800500",74294200021
"06805500",74294100021
"06610000",74295100321
"06807000",74293900041
"06813500",74293700011
"09419530",77234100031
"01154500",73120000391
"01144500",73120000451
"01131500",73120000611
"01129500",73120000681
"01092000",73118000161
"01054000",73114000861
"01053600",73114000981
"01053500",73114000991
"01064500",73116000251
"01457500",73150600181
"01446500",73150600321
"01463500",73150600141
"09364500",77260600231
"09364010",77260600271
"09357000",77260700031
"09355500",77260900031
"08361000",75219100261
"08359500",75219100321
"08358400",75219100361
"08354900",75219300411
"08355050",75219100391
"08355490",75219100381
"08285500",75219600091
"08287000",75219600031
"08317400",75219500021
"08313000",75219500061
"08290000",75219600011
"08279500",75219700031
"08276500",75219700041
"08263500",75219700071
"08383500",75216900271
"08384500",75216900231
"07221500",74242700181
"08401500",75216500241
"08402000",75216500241
"08396500",75216500031
"08395500",75216500351
"08385630",75216900181
"08404000",75216500211
"08407500",75216500051
"08406500",75216500101
"08407000",75216500071
"07227000",74242501891
"07227100",74242500431
"04213500",72555500171
"03011020",74269900761
"04227500",72555200141
"04228500",72555200111
"04231600",72555200091
"0423527080",72554000211
"04232730",72554000311
"0423406130",72554000171
"04235600",72554000161
"04237496",72554000141
"04247055",72554000071
"04247000",72554000101
"04260500",72553000051
"01512500",73160800031
"01503000",73160900031
"04263000",72551001431
"01421000",73150600721
"01342602",73140400451
"04265432",72551001611
"04262000",72551001801
"01346000",73140400391
"01428500",73150600431
"04268000",72551000721
"01347000",73140400281
"04269000",72551000151
"04266500",72551001211
"01349527",73140400201
"01321000",73140900091
"01315000",73140800121
"01354083",73140400131
"01371500",73140200101
"01312000",73140800161
"01315500",73140800061
"01354500",73140400071
"01318500",73140800011
"01357500",73140400021
"01358000",73140500111
"01335754",73140500061
"01331095",73140700011
"01327750",73140700361
"03503000",74262700531
"03513000",74262700551
"03454500",74262800311
"03453500",74262800351
"03451500",74262800371
"02116500",73220900151
"02126000",73220800011
"0212378405",73220900011
"02129000",73220700221
"02096960",73218000531
"02102000",73218000361
"02098206",73218000281
"02105500",73218000161
"02102500",73218000231
"02087500",73216000441
"02105769",73218000111
"02089000",73216000261
"02080500",73214000441
"02089500",73216000231
"02091814",73216000201
"06336000",74297800231
"06337000",74297800081
"06342500",74297700211
"05092000",71226500221
"05082500",71226500321
"05064500",71226700091
"04183500",72556000291
"03274000",74267600061
"03272100",74267600091
"03271620",74267600101
"03271500",74267600121
"04192500",72556000191
"04186500",72556000381
"04185935",72556000431
"03262500",74267600221
"03262700",74267600201
"03270500",74267600151
"03261500",74267600241
"04193500",72556000111
"04195820",72555900121
"04197137",72555800141
"04198000",72555800101
"03221000",74267800251
"03226800",74267800341
"03227107",74267800201
"03237020",74267800051
"03227500",74267800151
"03229610",74267800141
"03231500",74267800091
"03230700",74267800121
"03234500",74267800071
"03146500",74269400291
"03144500",74269400181
"03140500",74269400201
"03150500",74269400041
"03129000",74269400331
"03114306",74269500051
"03098600",74269600111
"03099500",74269600101
"07301110",74229000041
"07157950",74248300231
"07307028",74228000041
"07305000",74228000061
"07158000",74248300191
"07148400",74249200421
"07239300",74242200531
"07315500",74227100271
"07159100",74248300071
"07328100",74226000331
"07228940",74242300311
"07241000",74242200401
"07229050",74242300281
"07160000",74248300021
"07241520",74242200371
"07229200",74242300251
"07152000",74249200071
"07328500",74226000261
"07241550",74242200341
"07316000",74227100141
"07331000",74226000171
"07161450",74248100221
"07241800",74242200311
"07152500",74249100101
"07164500",74247000101
"07178000",74246000491
"07178200",74246000491
"07165570",74247000031
"07171000",74246000451
"07335500",74225000191
"07194500",74243000121
"07245000",74242100031
"07191500",74244100171
"07198000",74243000041
"07190500",74244300021
"07195500",74243000251
"14372300",78100200051
"14321000",78100600061
"14369500",78100200211
"14312000",78100600171
"14171600",78220000231
"14166000",78220000281
"14174000",78220000221
"14191000",78220000151
"14189000",78220000501
"14164900",78220000401
"14197900",78220000101
"14152000",78220000321
"14150000",78220000321
"14187500",78220000531
"14163900",78220000411
"14187200",78220000541
"14211720",78220000041
"14148000",78220000371
"14145500",78220000381
"14092500",78240000121
"14105700",78230000371
"14103000",78240000021
"14048000",78250200041
"13333000",78270800051
"13183000",78296000041
"13290450",78291000071
"03105500",74269600061
"03107500",74269600051
"03086000",74269700031
"03024000",74269900551
"03072655",74269800211
"03075070",74269800111
"03025500",74269900431
"03083500",74269800051
"03049500",74269900071
"03031500",74269900191
"03048500",74269900331
"03036500",74269900131
"03030500",74269900231
"03016000",74269900481
"03044000",74269900351
"03029500",74269900271
"03042000",74269900811
"03015310",74269900521
"03041500",74269900701
"01541303",73160401141
"01541500",73160401111
"01562000",73160200161
"01542500",73160401041
"01559000",73160200251
"01563200",73160200111
"01563500",73160200101
"01545500",73160400901
"01564895",73160200051
"01545800",73160400871
"01549760",73160400851
"01567000",73160200021
"01551500",73160400841
"01553025",73160400811
"01570500",73160100151
"01553500",73160400801
"01554000",73160300051
"01540500",73160500021
"01531500",73160500191
"01538700",73160500041
"01533400",73160500141
"01471510",73150600621
"01536500",73160500091
"01472000",73150600611
"01451000",73150600241
"01453000",73150600211
"01473500",73150600051
"01454700",73150600201
"01427207",73150600481
"01474500",73150600041
"01427510",73150600461
"01432160",73150600421
"01438500",73150600381
"01434000",73150600401
"02177000",73252001141
"02166501",73240200521
"02167000",73240200521
"02153551",73240200321
"021564493",73240200261
"02156500",73240200261
"02161000",73240200121
"02168504",73240200131
"02169000",73240200131
"02169500",73240200071
"02145910",73240700181
"02146000",73240700181
"02147020",73240500161
"02148000",73240300071
"02169750",73240200011
"02171500",73240100101
"02171645",73240100241
"02130561",73220700181
"02131010",73220700091
"02131000",73220700091
"02135200",73220300021
"06408650",74296500071
"06438000",74296400041
"06423500",74296500041
"06438500",74296300091
"06447450",74295800181
"06452000",74295800031
"06476000",74295400261
"06477000",74295400201
"06478000",74295400141
"06478500",74295400071
"06478513",74295400021
"06485910",74295200031
"06483950",74295200111
"07032000",74255000091
"07026040",74258000071
"03604000",74262200241
"03604400",74262200201
"03603000",74262200031
"03601990",74262200091
"03601600",74262200131
"03600358",74262200161
"03431790",74264300091
"03599500",74262200271
"03584600",74262301081
"03599419",74262200321
"03599240",74262200361
"03431500",74264300121
"03427500",74264400101
"03424860",74264600021
"03421000",74264600291
"03467609",74262800181
"03455000",74262800281
"03466500",74262800251
"08080505",75168000021
"07308200",74227800031
"08082500",75167000111
"08088000",75165000631
"07308500",74227700041
"08088610",75165000861
"08089000",75165000841
"07312700",74227400031
"08090800",75165000711
"08158000",75181000531
"08090905",75165000531
"08045550",75140900191
"08048000",75140900171
"08159200",75181000461
"08093100",75165000911
"08159500",75181000431
"08096500",75165000361
"08055560",75140800061
"08098290",75165000271
"08057410",75140700081
"07331600",74225000311
"08108700",75163000211
"08161000",75181000331
"08062500",75140500091
"08111500",75161000091
"08110200",75161000131
"08162000",75181000171
"08062700",75140500031
"08111850",75161000041
"08162500",75181000091
"08065000",75140100481
"08065350",75140100201
"08116650",75161000151
"08066500",75140100311
"08067000",75140100241
"07336820",74225000121
"08033500",75120400241
"08022040",75120700361
"07346080",74223600121
"08040600",75120400261
"08041780",75120400081
"08041000",75120400091
"08022500",75120700281
"08030500",75120500051
"08028500",75120500111
"08025360",75120700011
"08026000",75120700151
"09315000",77291000181
"09328920",77291000081
"09272400",77295000011
"09185600",77280100081
"09234500",77297000131
"09180500",77280100131
"09261000",77295000121
"09180000",77280200011
"04290500",72530600471
"04294000",72530600221
"04292500",72530600781
"01144000",73120000701
"01138500",73120000521
"03171000",74268900281
"02024752",73190600291
"02025500",73190600231
"02075500",73214000371
"02076000",73214000341
"02026000",73190600151
"02029000",73190600111
"01631000",73180400131
"02035000",73190600061
"02037500",73190600661
"01668000",73190200091
"02041650",73190800031
"12040500",78310300011
"12041200",78310300121
"1203951610",78310300061
"14243000",78210000081
"14220500",78210000031
"12200500",78310800021
"12150800",78310600051
"12149000",78310600191
"12194000",78310800061
"12134500",78310600101
"12189500",78310800081
"12181000",78310800151
"12179000",78310800161
"12178000",78310800171
"12500450",78261200141
"12453700",78261500241
"12508990",78261200081
"12450700",78261700041
"12472800",78261300101
"12438000",78263000031
"12510500",78261200051
"12445000",78262000081
"12436500",78263000101
"12399500",78265000211
"12422500",78264000141
"12422000",78264000161
"12398600",78266100081
"13334300",78270700031
"03198000",74268300081
"03197950",74268400011
"03155000",74269200061
"03197000",74268400041
"03193000",74268500061
"03192000",74268600011
"03185400",74268700061
"03184000",74268800021
"03183500",74268800051
"03057000",74269800381
"03182500",74268800131
"03054500",74269800481
"03056000",74269800391
"01618000",73180500291
"01636500",73180400011
"05344490",74287800011
"05344500",74287800011
"05340500",74287800071
"05369500",74287600031
"05369000",74287600061
"05366800",74287600111
"05365500",74287600141
"05407000",74287400051
"05400760",74287400251
"05404000",74287400341
"05395000",74287400621
"05398000",74287400541
"04073365",72582800031
"05427530",74287200321
"04073500",72582800021
"05426000",74287200541
"05427085",74287200341
"04079000",72582900031
"05425500",74287200501
"04071000",72582700471
"04064500",72582400431
"04062011",72582400461
"04071765",72582700071
"04065106",72582400271
"04087000",72587000401
"04069416",72582600061
"04066003",72582400221
"04086000",72583700071
"04069500",72582600021
"13022500",78299900131
"13018750",78299900151
"09209400",77299000171
"09211200",77299000131
"06220800",74298900931
"09217000",77299000041
"06224000",74298900871
"06227600",74298900801
"06235500",74298900691
"06279500",74298900561
"06274300",74298900601
"06630000",74294900711
"06317000",74298200361
"06652000",74294900381
"06674500",74294700251
